Ver. 2.0
CustomSeparator  
auto_time double double double double double double double double double double #
1.900891 0.069788 0.125121 0.000000 425.942872 1.678581 0.846984 0.000395 0.000749 0.006415 0.163692
1.914148 0.073099 0.123484 0.000000 425.968526 2.022216 0.830926 0.000461 0.000618 0.005841 0.163945
1.928080 0.076112 0.120778 0.000000 426.009731 2.393222 0.811343 0.000532 0.000685 0.005308 0.163945
1.941066 0.080810 0.114551 0.000000 426.044344 2.776402 0.794382 0.000638 0.000786 0.005310 0.164318
1.955698 0.081353 0.109870 0.000000 426.082363 3.150167 0.780438 0.000655 0.000915 0.005473 0.164318
1.972965 0.085348 0.106034 0.000000 426.114581 3.520343 0.755531 0.000688 0.001279 0.005530 0.164900
1.989165 0.084737 0.104065 0.000000 426.166709 3.874253 0.718132 0.000659 0.001488 0.005427 0.164900
2.007015 0.083155 0.105922 0.000000 426.198488 4.194370 0.692423 0.000546 0.001599 0.005444 0.165041
2.026695 0.081987 0.107679 0.000000 426.253436 4.504671 0.675402 0.000297 0.001893 0.005586 0.165041
2.044924 0.084294 0.107211 0.000000 426.289415 4.811983 0.671886 0.000248 0.002296 0.005941 0.165159
2.062212 0.085386 0.104635 0.000000 426.323977 5.052878 0.680357 0.000264 0.002282 0.006523 0.165159
2.082077 0.083121 0.100021 0.000000 426.353865 5.256157 0.698067 0.000225 0.002143 0.007276 0.165256
2.105824 0.088438 0.093757 0.000000 426.389209 5.470653 0.706797 0.000265 0.002152 0.007866 0.165256
2.123131 0.075749 0.084453 0.000000 426.432107 5.641183 0.693860 0.000252 0.002284 0.008096 0.165362
2.140641 0.072015 0.076238 0.000000 426.477890 5.744221 0.662145 0.000259 0.002455 0.007663 0.165362
2.158930 0.070440 0.070975 0.000000 426.485441 5.824001 0.608745 0.000251 0.002901 0.006790 0.165381
2.175991 0.063621 0.066264 0.000000 426.516228 5.855243 0.547338 0.000205 0.003159 0.005599 0.165381
2.194565 0.071074 0.064739 0.000000 426.543722 5.856453 0.464864 0.000161 0.002710 0.004525 0.165538
2.209908 0.061065 0.064650 0.000000 426.574751 5.799783 0.386910 0.000095 0.002130 0.003780 0.165538
2.227364 0.058595 0.063856 0.000000 426.601034 5.717952 0.325283 0.000049 0.001483 0.003138 0.165598
2.243323 0.055149 0.063184 0.000000 426.596858 5.599548 0.282676 0.000037 0.001020 0.002905 0.165598
2.259914 0.050903 0.060337 0.000000 426.619203 5.455333 0.241865 0.000071 0.000862 0.002920 0.165629
2.277155 0.047966 0.056438 0.000000 426.632712 5.265479 0.209267 0.000083 0.000904 0.003116 0.165629
2.295521 0.044802 0.052276 0.000000 426.649108 5.035656 0.186294 0.000090 0.000595 0.003241 0.166052
2.313731 0.040663 0.045923 0.000000 426.661798 4.790064 0.170474 0.000111 0.000362 0.003158 0.166052
2.331922 0.042490 0.039532 0.000000 426.677288 4.529572 0.160554 0.000210 0.000450 0.002905 0.166171
2.349951 0.033731 0.032145 0.000000 426.681387 4.248631 0.157097 0.000263 0.000375 0.002600 0.166171
2.367616 0.031126 0.026476 0.000000 426.687765 3.962687 0.158643 0.000268 0.000290 0.002385 0.166227
2.385604 0.034642 0.022486 0.000000 426.673876 3.666854 0.162035 0.000262 0.000282 0.002097 0.166227
2.402464 0.035217 0.020718 0.000000 426.678360 3.334562 0.162398 0.000227 0.000260 0.002104 0.165282
2.415210 0.025945 0.020273 0.000000 426.671056 3.007570 0.163614 0.000251 0.000240 0.002019 0.165282
2.429387 0.033957 0.019869 0.000000 426.679000 2.688608 0.160768 0.000225 0.000213 0.001777 0.165359
2.443587 0.024821 0.018515 0.000000 426.650169 2.398624 0.157652 0.000257 0.000101 0.001572 0.165359
2.459034 0.030589 0.017296 0.000000 426.656436 2.126585 0.154729 0.000129 0.000092 0.001847 0.165326
2.475388 0.012915 0.014736 0.000000 426.638117 1.874564 0.151052 0.000066 0.000109 0.001830 0.165326
2.491846 0.011163 0.012110 0.000000 426.619623 1.643506 0.150448 0.000042 0.000226 0.001985 0.166280
2.508545 0.010156 0.010350 0.000000 426.603651 1.433171 0.151719 0.000016 0.000212 0.002152 0.166280
2.523633 0.008523 0.008557 0.000000 426.586198 1.238731 0.154607 0.000015 0.000156 0.002322 0.166307
2.536858 0.007104 0.007514 0.000000 426.559424 1.067884 0.158250 0.000020 0.000159 0.002760 0.166307
2.549953 0.006332 0.006117 0.000000 426.536939 0.893676 0.161918 0.000010 0.000181 0.003411 0.166388
2.562414 0.006082 0.005515 0.000000 426.504594 0.729445 0.163584 0.000021 0.000156 0.004039 0.166388
2.574768 0.005899 0.005472 0.000000 426.486284 0.579070 0.164592 0.000033 0.000117 0.004572 0.185254
2.587258 0.009307 0.005661 0.000000 426.459328 0.450483 0.165458 0.000069 0.000104 0.004459 0.185254
2.599718 0.007212 0.006046 0.000000 426.438975 0.339056 0.167649 0.000104 0.000120 0.004110 0.185455
2.612054 0.030812 0.005901 0.000000 426.411378 0.246220 0.165054 0.000097 0.000221 0.003041 0.185455
2.624481 0.009918 0.005150 0.000000 426.388463 0.169655 0.161024 0.000105 0.000191 0.002832 0.185713
2.636505 0.008287 0.004235 0.000000 426.368778 0.109712 0.155708 0.000116 0.000107 0.002892 0.185713
2.649070 0.008361 0.003623 0.000000 426.340872 0.067799 0.149734 0.000217 0.000130 0.003202 0.185893
2.661329 0.011741 0.003662 0.000000 426.325527 0.043372 0.144042 0.000262 0.000216 0.004616 0.185893
2.673893 0.012465 0.003928 0.000000 426.301006 0.034706 0.136857 0.000291 0.000289 0.006348 0.185971
2.686477 0.015603 0.004486 0.000000 426.288273 0.041378 0.128433 0.000322 0.000338 0.008250 0.185971
2.699413 0.011376 0.005045 0.000000 426.271708 0.061120 0.115665 0.000284 0.000416 0.010639 0.186103
2.712012 0.012791 0.005783 0.000000 426.261233 0.093686 0.103762 0.000326 0.000332 0.014094 0.186103
2.724301 0.012861 0.006441 0.000000 426.251331 0.132602 0.089996 0.000404 0.000303 0.018556 0.186052
2.736595 0.015650 0.008041 0.000000 426.240526 0.178491 0.076076 0.000427 0.000211 0.023523 0.186052
2.749237 0.016074 0.009303 0.000000 426.247134 0.228537 0.063234 0.000450 0.000310 0.028193 0.185994
2.762271 0.013560 0.010350 0.631572 426.236518 0.279747 0.050652 0.000468 0.000194 0.032320 0.185994
2.775409 0.014058 0.011456 0.626816 426.237696 0.335875 0.039128 0.000468 0.000327 0.034793 0.185815
2.788133 0.014717 0.012453 0.622023 426.240739 0.391855 0.030345 0.000569 0.000999 0.035686 0.185815
2.800755 0.014383 0.013294 0.617194 426.244153 0.447519 0.022709 0.000703 0.002640 0.034668 0.185855
2.812807 0.017390 0.014363 0.610918 426.259129 0.490928 0.016381 0.000893 0.005182 0.032603 0.185855
2.825417 0.015140 0.015114 0.605654 426.280369 0.533328 0.011850 0.001002 0.006724 0.030028 0.185795
2.837663 0.019771 0.015750 0.600019 426.289967 0.563918 0.009085 0.001130 0.006960 0.027372 0.185795
2.850682 0.037436 0.016500 0.594513 426.316563 0.586110 0.008657 0.001047 0.005895 0.025744 0.185939
2.862936 0.014346 0.017632 0.588065 426.341267 0.606899 0.010891 0.001200 0.004228 0.024723 0.185939
2.875328 0.021621 0.018680 0.581800 426.357308 0.622570 0.015148 0.001153 0.002040 0.024060 0.167320
2.887493 0.012943 0.019106 0.575690 426.391055 0.645445 0.021581 0.001211 0.001015 0.023320 0.167320
2.900983 0.014412 0.019551 0.569218 426.430234 0.668843 0.030030 0.001206 0.000407 0.022776 0.167516
2.913368 0.013409 0.018410 0.562882 426.467250 0.684927 0.040140 0.001318 0.000268 0.021960 0.167516
2.926177 0.014247 0.017710 0.556650 426.505565 0.700063 0.051834 0.001482 0.000250 0.021118 0.167756
2.938199 0.013640 0.016370 0.550138 426.561969 0.705987 0.064871 0.001710 0.000243 0.019986 0.167756
2.951204 0.014232 0.014801 0.543698 426.588558 0.695965 0.079867 0.002097 0.000213 0.019396 0.168063
2.963208 0.016124 0.013661 0.537199 426.626761 0.677206 0.097010 0.002075 0.000155 0.019579 0.168063
2.976140 0.014566 0.012840 0.531476 426.662797 0.640967 0.115513 0.001689 0.000155 0.020426 0.168188
